species,Latitude,Mass
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,70.95,79691178.99
Balaena mysticetus,70.13180397366067,79691178.99
Balaena mysticetus,70.13180397366067,79691178.99
Balaena mysticetus,70.13180397366067,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,68.20460044620042,79691178.99
Balaena mysticetus,63.693312626515976,79691178.99
Balaena mysticetus,63.693312626515976,79691178.99
Balaena mysticetus,63.693312626515976,79691178.99
Balaena mysticetus,71.32306,79691178.99
Balaena mysticetus,75,79691178.99
Balaena mysticetus,63.70389,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.32546,79691178.99
Balaena mysticetus,70.13180399056651,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,71.29072686026825,79691178.99
Balaena mysticetus,70.13313685993407,79691178.99
Balaena mysticetus,70.13313685993407,79691178.99
Balaena mysticetus,71.32306,79691178.99
Balaena mysticetus,75,79691178.99
Balaena mysticetus,63.70389,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,70.13689205630222,79691178.99
Balaena mysticetus,70.13313685993407,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.29127286963454,79691178.99
Balaena mysticetus,71.2833,79691178.99
Balaena mysticetus,71.32306,79691178.99
Balaena mysticetus,75,79691178.99
Balaena mysticetus,63.70389,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,70.1319,79691178.99
Balaena mysticetus,70.1319,79691178.99
Balaena mysticetus,70.1319,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,70.13174797368605,79691178.99
Balaena mysticetus,70.13174797368605,79691178.99
Balaena mysticetus,70.13174797368605,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,63.77884583199503,79691178.99
Balaena mysticetus,71.32306,79691178.99
Balaena mysticetus,75,79691178.99
Balaena mysticetus,63.70389,79691178.99
Balaena mysticetus,71.38294795049657,79691178.99
Balaena mysticetus,71.29024381929497,79691178.99
Balaena mysticetus,71.29024381929497,79691178.99
Balaena mysticetus,71.29024381929497,79691178.99
Balaena mysticetus,71.29024381929497,79691178.99
Balaena mysticetus,71.29024381929497,79691178.99
Balaena mysticetus,71.29024381929497,79691178.99
Balaena mysticetus,71.29024381929497,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,70.1167,79691178.99
Balaena mysticetus,70.1167,79691178.99
Balaena mysticetus,70.1319,79691178.99
Balaena mysticetus,70.13180397366067,79691178.99
Balaena mysticetus,70.116667,79691178.99
Balaena mysticetus,70.116667,79691178.99
Balaena mysticetus,70.13174797368605,79691178.99
Balaena mysticetus,71.3833,79691178.99
Balaena mysticetus,71.3833,79691178.99
Balaena mysticetus,71.3833,79691178.99
Balaena mysticetus,71.3833,79691178.99
Balaena mysticetus,71.3833,79691178.99
Balaena mysticetus,71.3833,79691178.99
Balaena mysticetus,71.3833,79691178.99
Balaena mysticetus,71.3833,79691178.99
Balaena mysticetus,71.3833,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.32306,79691178.99
Balaena mysticetus,75,79691178.99
Balaena mysticetus,63.70389,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,70.1167,79691178.99
Balaena mysticetus,70.1167,79691178.99
Balaena mysticetus,70.1167,79691178.99
Balaena mysticetus,71.29024381929497,79691178.99
Balaena mysticetus,70.13180397366067,79691178.99
Balaena mysticetus,70.13180397366067,79691178.99
Balaena mysticetus,70.13180397366067,79691178.99
Balaena mysticetus,70.116667,79691178.99
Balaena mysticetus,70.116667,79691178.99
Balaena mysticetus,70.116667,79691178.99
Balaena mysticetus,71.29024381929497,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.32306,79691178.99
Balaena mysticetus,75,79691178.99
Balaena mysticetus,63.70389,79691178.99
Balaena mysticetus,71.291,79691178.99
Balaena mysticetus,65.75,79691178.99
Balaena mysticetus,71.291,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,70.1167,79691178.99
Balaena mysticetus,70.2683,79691178.99
Balaena mysticetus,70.2756,79691178.99
Balaena mysticetus,70.268333,79691178.99
Balaena mysticetus,70.116667,79691178.99
Balaena mysticetus,70.275556,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.29060581932386,79691178.99
Balaena mysticetus,71.32306,79691178.99
Balaena mysticetus,75,79691178.99
Balaena mysticetus,63.70389,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,70.133333,79691178.99
Balaena mysticetus,70.133333,79691178.99
Balaena mysticetus,70.133333,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.391389,79691178.99
Balaena mysticetus,71.32306,79691178.99
Balaena mysticetus,75,79691178.99
Balaena mysticetus,63.70389,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,70.1333,79691178.99
Balaena mysticetus,70.1333,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,70.1333,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,71.3914,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaena mysticetus,NA,79691178.99
Balaenoptera acutorostrata,70.14584,5587093.59
Balaenoptera acutorostrata,NA,5587093.59
Balaenoptera acutorostrata,64.150432,5587093.59
Balaenoptera acutorostrata,33.475994,5587093.59
Balaenoptera acutorostrata,48.270151,5587093.59
Balaenoptera acutorostrata,37.990977,5587093.59
Balaenoptera acutorostrata,48.792121,5587093.59
Balaenoptera acutorostrata,69.939827,5587093.59
Balaenoptera acutorostrata,50.227167,5587093.59
Balaenoptera acutorostrata,47.27474,5587093.59
Balaenoptera acutorostrata,65.71131,5587093.59
Balaenoptera acutorostrata,78.406826,5587093.59
Balaenoptera acutorostrata,78.931684,5587093.59
Balaenoptera acutorostrata,48.673719,5587093.59
Balaenoptera acutorostrata,50.192933,5587093.59
Balaenoptera acutorostrata,43.220418,5587093.59
Balaenoptera acutorostrata,33.455009,5587093.59
Balaenoptera acutorostrata,69.335892,5587093.59
Balaenoptera acutorostrata,47.51994,5587093.59
Balaenoptera acutorostrata,43.697842,5587093.59
Balaenoptera acutorostrata,48.112933,5587093.59
Balaenoptera acutorostrata,70.095405,5587093.59
Balaenoptera acutorostrata,78.095624,5587093.59
Balaenoptera acutorostrata,70.067445,5587093.59
Balaenoptera acutorostrata,67.881645,5587093.59
Balaenoptera acutorostrata,65.592803,5587093.59
Balaenoptera acutorostrata,41.889682,5587093.59
Balaenoptera acutorostrata,48.383399,5587093.59
Balaenoptera acutorostrata,57.830407,5587093.59
Balaenoptera acutorostrata,37.387893,5587093.59
Balaenoptera acutorostrata,37.387893,5587093.59
Balaenoptera acutorostrata,66.38723,5587093.59
Balaenoptera acutorostrata,37.4455,5587093.59
Balaenoptera acutorostrata,79.777871,5587093.59
Balaenoptera acutorostrata,46.900051,5587093.59
Balaenoptera acutorostrata,48.277659,5587093.59
Balaenoptera acutorostrata,48.277584,5587093.59
Balaenoptera acutorostrata,48.277581,5587093.59
Balaenoptera acutorostrata,48.339949,5587093.59
Balaenoptera acutorostrata,48.339835,5587093.59
Balaenoptera acutorostrata,48.277574,5587093.59
Balaenoptera acutorostrata,48.339891,5587093.59
Balaenoptera acutorostrata,48.33993,5587093.59
Balaenoptera acutorostrata,48.277527,5587093.59
Balaenoptera acutorostrata,48.27757,5587093.59
Balaenoptera acutorostrata,48.27757,5587093.59
Balaenoptera acutorostrata,48.275624,5587093.59
Balaenoptera acutorostrata,48.275624,5587093.59
Balaenoptera acutorostrata,48.27757,5587093.59
Balaenoptera acutorostrata,70.531352,5587093.59
Balaenoptera acutorostrata,68.158183,5587093.59
Balaenoptera acutorostrata,48.132567,5587093.59
Balaenoptera acutorostrata,70.427912,5587093.59
Balaenoptera acutorostrata,48.167557,5587093.59
Balaenoptera acutorostrata,42.094086,5587093.59
Balaenoptera acutorostrata,48.143208,5587093.59
Balaenoptera acutorostrata,48.158612,5587093.59
Balaenoptera acutorostrata,58.262832,5587093.59
Balaenoptera acutorostrata,58.288791,5587093.59
Balaenoptera acutorostrata,58.286047,5587093.59
Balaenoptera acutorostrata,57.321484,5587093.59
Balaenoptera acutorostrata,58.250227,5587093.59
Balaenoptera acutorostrata,58.231495,5587093.59
Balaenoptera acutorostrata,58.247259,5587093.59
Balaenoptera acutorostrata,14.8652,5587093.59
Balaenoptera acutorostrata,42.398424,5587093.59
Balaenoptera acutorostrata,42.398424,5587093.59
Balaenoptera acutorostrata,58.247635,5587093.59
Balaenoptera acutorostrata,58.236902,5587093.59
Balaenoptera acutorostrata,71.089573,5587093.59
Balaenoptera acutorostrata,70.169312,5587093.59
Balaenoptera acutorostrata,56.547824,5587093.59
Balaenoptera acutorostrata,56.547824,5587093.59
Balaenoptera acutorostrata,59.170292,5587093.59
Balaenoptera acutorostrata,56.547824,5587093.59
Balaenoptera acutorostrata,59.170292,5587093.59
Balaenoptera acutorostrata,61.449442,5587093.59
Balaenoptera acutorostrata,49.9,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.77477,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.75289,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.75215,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.75101,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.75951,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,57.75162,5587093.59
Balaenoptera acutorostrata,69.236923,5587093.59
Balaenoptera acutorostrata,57.81044,5587093.59
Balaenoptera acutorostrata,58.250784,5587093.59
Balaenoptera acutorostrata,58.2732,5587093.59
Balaenoptera acutorostrata,57.703557000000004,5587093.59
Balaenoptera acutorostrata,58.265011,5587093.59
Balaenoptera acutorostrata,58.245447,5587093.59
Balaenoptera acutorostrata,59.267041,5587093.59
Balaenoptera acutorostrata,70.254017,5587093.59
Balaenoptera acutorostrata,79.590858,5587093.59
Balaenoptera acutorostrata,47.988343,5587093.59
Balaenoptera acutorostrata,57.10601,5587093.59
Balaenoptera acutorostrata,57.81044,5587093.59
Balaenoptera acutorostrata,57.81044,5587093.59
Balaenoptera acutorostrata,57.84594,5587093.59
Balaenoptera acutorostrata,58.255989,5587093.59
Balaenoptera acutorostrata,58.256569,5587093.59
Balaenoptera acutorostrata,58.262473,5587093.59
Balaenoptera acutorostrata,57.758837,5587093.59
Balaenoptera acutorostrata,58.26141,5587093.59
Balaenoptera acutorostrata,58.257817,5587093.59
Balaenoptera acutorostrata,58.245432,5587093.59
Balaenoptera acutorostrata,58.287793,5587093.59
Balaenoptera acutorostrata,58.299844,5587093.59
Balaenoptera acutorostrata,58.277192,5587093.59
Balaenoptera acutorostrata,58.272638,5587093.59
Balaenoptera acutorostrata,58.270506,5587093.59
Balaenoptera acutorostrata,58.27362,5587093.59
Balaenoptera acutorostrata,58.605193,5587093.59
Balaenoptera acutorostrata,58.251137,5587093.59
Balaenoptera acutorostrata,58.273197,5587093.59
Balaenoptera acutorostrata,58.288682,5587093.59
Balaenoptera acutorostrata,56.89006,5587093.59
Balaenoptera acutorostrata,58.239263,5587093.59
Balaenoptera acutorostrata,58.314893,5587093.59
Balaenoptera acutorostrata,58.275275,5587093.59
Balaenoptera acutorostrata,58.283885,5587093.59
Balaenoptera acutorostrata,58.254077,5587093.59
Balaenoptera acutorostrata,58.277063,5587093.59
Balaenoptera acutorostrata,56.89006,5587093.59
Balaenoptera acutorostrata,58.268135,5587093.59
Balaenoptera acutorostrata,58.240028,5587093.59
Balaenoptera acutorostrata,58.286096,5587093.59
Balaenoptera acutorostrata,58.255133,5587093.59
Balaenoptera acutorostrata,58.251087,5587093.59
Balaenoptera acutorostrata,58.258045,5587093.59
Balaenoptera acutorostrata,58.250634,5587093.59
Balaenoptera acutorostrata,57.736566,5587093.59
Balaenoptera acutorostrata,58.281979,5587093.59
Balaenoptera acutorostrata,58.248799,5587093.59
Balaenoptera acutorostrata,58.248203,5587093.59
Balaenoptera acutorostrata,57.738777,5587093.59
Balaenoptera acutorostrata,58.240028,5587093.59
Balaenoptera acutorostrata,58.245022,5587093.59
Balaenoptera acutorostrata,58.27404,5587093.59
Balaenoptera acutorostrata,58.273079,5587093.59
Balaenoptera acutorostrata,58.236682,5587093.59
Balaenoptera acutorostrata,58.237409,5587093.59
Balaenoptera acutorostrata,58.289842,5587093.59
Balaenoptera acutorostrata,57.739061,5587093.59
Balaenoptera acutorostrata,58.278154,5587093.59
Balaenoptera acutorostrata,58.221433,5587093.59
Balaenoptera acutorostrata,58.272061,5587093.59
Balaenoptera acutorostrata,57.738777,5587093.59
Balaenoptera acutorostrata,58.320524,5587093.59
Balaenoptera acutorostrata,58.2492,5587093.59
Balaenoptera acutorostrata,58.276938,5587093.59
Balaenoptera acutorostrata,47.29461,5587093.59
Balaenoptera acutorostrata,64.14399,5587093.59
Balaenoptera acutorostrata,48.390831,5587093.59
Balaenoptera acutorostrata,47.265345,5587093.59
Balaenoptera acutorostrata,48.267543,5587093.59
Balaenoptera acutorostrata,49.498747,5587093.59
Balaenoptera acutorostrata,48.023829,5587093.59
Balaenoptera acutorostrata,68.355758,5587093.59
Balaenoptera acutorostrata,70.256915,5587093.59
Balaenoptera acutorostrata,54.65,5587093.59
Balaenoptera acutorostrata,58.250439,5587093.59
Balaenoptera acutorostrata,58.288172,5587093.59
Balaenoptera acutorostrata,58.300155,5587093.59
Balaenoptera acutorostrata,57.689085,5587093.59
Balaenoptera acutorostrata,58.282347,5587093.59
Balaenoptera acutorostrata,58.284441,5587093.59
Balaenoptera acutorostrata,57.738239,5587093.59
Balaenoptera acutorostrata,57.738777,5587093.59
Balaenoptera acutorostrata,58.261513,5587093.59
Balaenoptera acutorostrata,58.305232,5587093.59
Balaenoptera acutorostrata,58.292361,5587093.59
Balaenoptera acutorostrata,57.738777,5587093.59
Balaenoptera acutorostrata,57.738777,5587093.59
Balaenoptera acutorostrata,57.610771,5587093.59
Balaenoptera acutorostrata,58.243885,5587093.59
Balaenoptera acutorostrata,57.681332,5587093.59
Balaenoptera acutorostrata,58.283885,5587093.59
Balaenoptera acutorostrata,44.523673,5587093.59
Balaenoptera acutorostrata,44.523673,5587093.59
Balaenoptera acutorostrata,47.313123,5587093.59
Balaenoptera acutorostrata,44.999351,5587093.59
Balaenoptera acutorostrata,70.852335,5587093.59
Balaenoptera acutorostrata,47.31202,5587093.59
Balaenoptera acutorostrata,65.379425,5587093.59
Balaenoptera acutorostrata,44.163428,5587093.59
Balaenoptera acutorostrata,42.098706,5587093.59
Balaenoptera acutorostrata,66.700618,5587093.59
Balaenoptera acutorostrata,64.98406,5587093.59
Balaenoptera acutorostrata,42.325257,5587093.59
Balaenoptera acutorostrata,57.8104,5587093.59
Balaenoptera acutorostrata,57.84594,5587093.59
Balaenoptera acutorostrata,57.701506,5587093.59
Balaenoptera acutorostrata,58.246117,5587093.59
Balaenoptera acutorostrata,58.293377,5587093.59
Balaenoptera acutorostrata,57.69931,5587093.59
Balaenoptera acutorostrata,58.290933,5587093.59
Balaenoptera acutorostrata,58.268755,5587093.59
Balaenoptera acutorostrata,58.283628,5587093.59
Balaenoptera acutorostrata,58.291052,5587093.59
Balaenoptera acutorostrata,57.706931,5587093.59
Balaenoptera acutorostrata,58.238669,5587093.59
Balaenoptera acutorostrata,58.287095,5587093.59
Balaenoptera acutorostrata,57.736774,5587093.59
Balaenoptera acutorostrata,58.274641,5587093.59
Balaenoptera acutorostrata,58.196531,5587093.59
Balaenoptera acutorostrata,58.237162,5587093.59
Balaenoptera acutorostrata,58.253618,5587093.59
Balaenoptera acutorostrata,57.699396,5587093.59
Balaenoptera acutorostrata,58.290365,5587093.59
Balaenoptera acutorostrata,58.244229,5587093.59
Balaenoptera acutorostrata,58.291353,5587093.59
Balaenoptera acutorostrata,57.697578,5587093.59
Balaenoptera acutorostrata,58.258257,5587093.59
Balaenoptera acutorostrata,58.258203,5587093.59
Balaenoptera acutorostrata,58.285278,5587093.59
Balaenoptera acutorostrata,58.323997,5587093.59
Balaenoptera acutorostrata,58.3004,5587093.59
Balaenoptera acutorostrata,58.226935,5587093.59
Balaenoptera acutorostrata,58.323028,5587093.59
Balaenoptera acutorostrata,57.701546,5587093.59
Balaenoptera acutorostrata,58.167993,5587093.59
Balaenoptera acutorostrata,58.236407,5587093.59
Balaenoptera acutorostrata,57.717283,5587093.59
Balaenoptera acutorostrata,58.273661,5587093.59
Balaenoptera acutorostrata,58.273732,5587093.59
Balaenoptera acutorostrata,58.245875,5587093.59
Balaenoptera acutorostrata,58.26646,5587093.59
Balaenoptera acutorostrata,58.271338,5587093.59
Balaenoptera acutorostrata,57.738777,5587093.59
Balaenoptera acutorostrata,58.30043,5587093.59
Balaenoptera acutorostrata,57.610771,5587093.59
Balaenoptera acutorostrata,58.266729,5587093.59
Balaenoptera acutorostrata,43.594272,5587093.59
Balaenoptera acutorostrata,48.269699,5587093.59
Balaenoptera acutorostrata,57.79184,5587093.59
Balaenoptera acutorostrata,58.268067,5587093.59
Balaenoptera acutorostrata,57.064759,5587093.59
Balaenoptera acutorostrata,58.274401,5587093.59
Balaenoptera acutorostrata,58.293618,5587093.59
Balaenoptera acutorostrata,58.277368,5587093.59
Balaenoptera acutorostrata,58.294068,5587093.59
Balaenoptera acutorostrata,58.284715,5587093.59
Balaenoptera acutorostrata,58.294665,5587093.59
Balaenoptera acutorostrata,58.260961,5587093.59
Balaenoptera acutorostrata,57.698329,5587093.59
Balaenoptera acutorostrata,57.700672,5587093.59
Balaenoptera acutorostrata,57.061004,5587093.59
Balaenoptera acutorostrata,57.658713,5587093.59
Balaenoptera acutorostrata,58.274007,5587093.59
Balaenoptera acutorostrata,57.711911,5587093.59
Balaenoptera acutorostrata,58.294068,5587093.59
Balaenoptera acutorostrata,58.269734,5587093.59
Balaenoptera acutorostrata,58.287155,5587093.59
Balaenoptera acutorostrata,58.268114,5587093.59
Balaenoptera acutorostrata,48.122589,5587093.59
Balaenoptera acutorostrata,68.955986,5587093.59
Balaenoptera acutorostrata,48.145978,5587093.59
Balaenoptera acutorostrata,54.29599,5587093.59
Balaenoptera acutorostrata,48.145978,5587093.59
Balaenoptera acutorostrata,58.351212,5587093.59
Balaenoptera acutorostrata,57.05195,5587093.59
Balaenoptera acutorostrata,58.254121,5587093.59
Balaenoptera acutorostrata,58.258821,5587093.59
Balaenoptera acutorostrata,57.701159,5587093.59
Balaenoptera acutorostrata,57.613072,5587093.59
Balaenoptera acutorostrata,56.63845,5587093.59
Balaenoptera acutorostrata,56.63912,5587093.59
Balaenoptera acutorostrata,58.341713,5587093.59
Balaenoptera acutorostrata,37.8325,5587093.59
Balaenoptera acutorostrata,58.237695,5587093.59
Balaenoptera acutorostrata,58.289762,5587093.59
Balaenoptera acutorostrata,58.238042,5587093.59
Balaenoptera acutorostrata,56.63848,5587093.59
Balaenoptera acutorostrata,57.05415,5587093.59
Balaenoptera acutorostrata,58.248194,5587093.59
Balaenoptera acutorostrata,58.25265,5587093.59
Balaenoptera acutorostrata,58.267005,5587093.59
Balaenoptera acutorostrata,58.253643,5587093.59
Balaenoptera acutorostrata,57.47387,5587093.59
Balaenoptera acutorostrata,58.260259,5587093.59
Balaenoptera acutorostrata,58.245237,5587093.59
Balaenoptera acutorostrata,58.276105,5587093.59
Balaenoptera acutorostrata,58.267242,5587093.59
Balaenoptera acutorostrata,58.328842,5587093.59
Balaenoptera acutorostrata,42.411466,5587093.59
Balaenoptera acutorostrata,36.800741,5587093.59
Balaenoptera acutorostrata,58.211903,5587093.59
Balaenoptera acutorostrata,58.237636,5587093.59
Balaenoptera acutorostrata,58.220694,5587093.59
Balaenoptera acutorostrata,58.213804,5587093.59
Balaenoptera acutorostrata,57.15898,5587093.59
Balaenoptera acutorostrata,50.2,5587093.59
Balaenoptera acutorostrata,51.55,5587093.59
Balaenoptera acutorostrata,51.6,5587093.59
Balaenoptera acutorostrata,66.168835,5587093.59
Balaenoptera acutorostrata,57.74457,5587093.59
Balaenoptera acutorostrata,58.251231,5587093.59
Balaenoptera acutorostrata,58.269166,5587093.59
Balaenoptera acutorostrata,58.27818,5587093.59
Balaenoptera acutorostrata,58.260259,5587093.59
